Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
INV-24533400010,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64866,FIREBALL CINNAMON WHISKEY,12,750,$9.00,$13.50,12,$162.00,9,2.37
INV-24533700017,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,20248,OLD CROW,6,"1,750",$10.50,$15.75,6,$94.50,10.5,2.77
INV-24533500016,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11777,BLACK VELVET,12,"1,000",$6.63,$9.95,12,$119.40,12,3.17
INV-24533200003,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42716,MALIBU COCONUT RUM,12,750,$7.49,$11.24,2,$22.48,1.5,0.39
INV-24533500026,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35918,FIVE O'CLOCK VODKA,6,"1,750",$7.20,$10.80,6,$64.80,10.5,2.77
INV-24533700009,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1042100,IMPORTED DRY GINS,395,PROXIMO,28246,BOODLES BRITISH GIN LONDON DRY,12,750,$11.70,$17.55,3,$52.65,2.25,0.59
INV-24534300053,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1082000,IMPORTED CORDIALS & LIQUEURS,259,HEAVEN HILL BRANDS,65191,HPNOTIQ MINI,8,50,$12.44,$18.66,1,$18.66,0.05,0.01
INV-24533500005,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36307,HAWKEYE VODKA,12,"1,000",$4.05,$6.08,12,$72.96,12,3.17
INV-24534300031,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1051100,AMERICAN BRANDIES,434,LUXCO INC,55086,PARAMOUNT BLACKBERRY BRANDY,12,750,$5.48,$8.22,3,$24.66,2.25,0.59
INV-24533700013,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1012400,IRISH WHISKIES,370,PERNOD RICARD USA,15626,JAMESON,12,750,$16.49,$24.74,12,$296.88,9,2.37
INV-24534000027,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1062500,FLAVORED RUM,65,JIM BEAM BRANDS,44557,CRUZAN STRAWBERRY,12,750,$7.00,$10.50,3,$31.50,2.25,0.59
INV-24534300049,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1062200,WHITE RUM,35,BACARDI USA INC,43121,BACARDI SUPERIOR MINI,12,50,$5.54,$8.31,1,$8.31,0.05,0.01
INV-24534300026,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24533300001,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,229,DEHNER DISTILLERY,19905,NEFARIOUS BOURBON WHISKEY,6,750,$17.50,$26.25,1,$26.25,0.75,0.19
INV-24533300020,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1042100,IMPORTED DRY GINS,260,DIAGEO AMERICAS,28867,TANQUERAY GIN,12,"1,000",$15.50,$23.25,12,$279.00,12,3.17
INV-24533500028,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,301,FIFTH GENERATION INC,38178,TITOS HANDMADE VODKA,6,"1,750",$19.00,$28.50,6,$171.00,10.5,2.77
INV-24534300018,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,19067,JIM BEAM,12,"1,000",$12.59,$18.89,1,$18.89,1,0.26
INV-24533400018,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11771,BLACK VELVET MINI,10,50,$6.80,$10.20,20,$204.00,1,0.26
INV-24533300049,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062200,WHITE RUM,434,LUXCO INC,45278,PARAMOUNT WHITE RUM,6,"1,750",$7.50,$11.25,6,$70.56,10.5,2.77
INV-24533700028,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1031200,AMERICAN FLAVORED VODKA,260,DIAGEO AMERICAS,77740,SMIRNOFF RASPBERRY,12,750,$8.25,$12.38,12,$148.56,9,2.37
INV-24533500003,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,10807,CROWN ROYAL REGAL APPLE,12,750,$15.59,$23.39,12,$280.68,9,2.37
INV-24533900006,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26828,JACK DANIELS OLD #7 BLACK LABEL,6,"1,750",$30.68,$46.02,6,$276.12,10.5,2.77
INV-24534000011,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,322,PRESTIGE WINE & SPIRITS GROUP,75208,KINKY PINK MINI,6,50,$4.84,$7.26,1,$7.26,0.05,0.01
INV-24540500026,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36307,HAWKEYE VODKA,12,"1,000",$4.05,$6.08,12,$72.96,12,3.17
INV-24540500011,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1032100,IMPORTED VODKAS,115,CONSTELLATION BRANDS INC,34819,SVEDKA 80PRF,12,"1,000",$8.00,$12.00,1,$12.00,1,0.26
INV-24533500007,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36302,HAWKEYE VODKA,48,200,$1.15,$1.73,48,$83.04,9.6,2.53
INV-24533300041,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32234,SEAGRAMS EXTRA DRY GIN,24,375,$3.39,$5.09,24,$122.16,9,2.37
INV-24533700037,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1081400,AMERICAN SCHNAPPS,434,LUXCO INC,81204,PARAMOUNT PEPPERMINT SCHNAPPS,24,375,$2.28,$3.42,12,$41.04,4.5,1.18
INV-24533100025,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,322,PRESTIGE WINE & SPIRITS GROUP,75210,KINKY PINK,6,750,$10.00,$15.00,6,$90.00,4.5,1.18
INV-24533100031,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012100,CANADIAN WHISKIES,55,SAZERAC NORTH AMERICA,12404,CANADIAN LTD WHISKY,24,375,$2.05,$3.08,24,$73.92,9,2.37
INV-24533300047,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1022100,MIXTO TEQUILA,395,PROXIMO,89199,JOSE CUERVO ESPECIAL REPOSADO SQUARE,12,375,$5.50,$8.25,12,$99.00,4.5,1.18
INV-24534000030,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36908,MCCORMICK 80PRF VODKA PET,6,"1,750",$7.47,$11.21,2,$22.42,3.5,0.92
INV-24533300038,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,300,MCCORMICK DISTILLING CO.,36901,MCCORMICK 80PRF VODKA MINI,6,50,$4.70,$7.05,6,$42.30,0.3,0.07
INV-24533700034,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,325,LONELY OAK DISTILLERY,26814,STEEPLE RIDGE BOURBON,6,750,$22.50,$33.75,6,$202.50,4.5,1.18
INV-24533300072,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062400,SPICED RUM,434,LUXCO INC,44657,LADY BLIGH SPICED RUM,12,"1,000",$6.67,$10.01,12,$120.12,12,3.17
INV-24533200020,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64870,FIREBALL CINNAMON WHISKEY,48,100,$0.90,$1.35,48,$64.80,4.8,1.26
INV-24533500033,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84171,99 BANANAS,48,100,$0.89,$1.34,48,$64.32,4.8,1.26
INV-24533200011,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1081200,CREAM LIQUEURS,305,MHW LTD,73053,RUMCHATA,6,"1,000",$16.34,$24.51,1,$24.51,1,0.26
INV-24533100026,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1082200,IMPORTED SCHNAPPS,421,SAZERAC COMPANY  INC,69637,DR MCGILLICUDDYS CHERRY,12,"1,000",$11.00,$16.50,12,$198.00,12,3.17
INV-24533900003,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1051100,AMERICAN BRANDIES,434,LUXCO INC,54448,PARAMOUNT APRICOT BRANDY,6,"1,750",$11.29,$16.94,6,$101.64,10.5,2.77
INV-24534300051,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1081200,CREAM LIQUEURS,300,MCCORMICK DISTILLING CO.,65204,TEQUILA ROSE LIQUEUR MINI,6,50,$5.00,$7.50,1,$7.50,0.05,0.01
INV-24534300030,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32236,SEAGRAMS EXTRA DRY GIN,12,750,$6.49,$9.74,2,$19.48,1.5,0.39
INV-24534200021,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,36650,CALIBER VODKA,6,"1,750",$6.92,$10.38,6,$62.28,10.5,2.77
INV-24533400001,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1041100,AMERICAN DRY GINS,370,PERNOD RICARD USA,32235,SEAGRAMS EXTRA DRY GIN PET,12,750,$6.49,$9.74,12,$116.88,9,2.37
INV-24533500024,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27781,JIM BEAM APPLE,48,100,$1.25,$1.88,48,$90.24,4.8,1.26
INV-24533200007,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,$1.93,$2.90,24,$69.60,9,2.37
INV-24533300044,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN ORIGINAL SPICED,24,375,$5.00,$7.50,24,$180.00,9,2.37
INV-24533900015,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1062100,GOLD RUM,434,LUXCO INC,45248,PARAMOUNT GOLD RUM,6,"1,750",$7.50,$11.25,6,$70.56,10.5,2.77
INV-24533400008,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1031100,AMERICAN VODKAS,434,LUXCO INC,36306,HAWKEYE VODKA,12,750,$3.34,$5.01,48,$240.48,36,9.51
INV-24533400004,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,37934,SKOL VODKA,24,375,$1.74,$2.61,24,$62.64,9,2.37
INV-24533100028,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1041100,AMERICAN DRY GINS,260,DIAGEO AMERICAS,30318,GORDONS GIN LONDON DRY PET,6,"1,750",$11.00,$16.50,6,$99.00,10.5,2.77
INV-24534300044,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1071100,COCKTAILS/RTD,421,SAZERAC COMPANY  INC,59037,DESERT ISLAND LONG ISLAND ICED TEA COCKTAIL,12,"1,000",$3.70,$5.55,4,$26.16,4,1.05
INV-24534000007,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26820,JACK DANIELS OLD #7 BLACK LABEL FLAT,24,375,$7.50,$11.25,4,$45.00,1.5,0.39
INV-24533100024,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081300,AMERICAN CORDIALS & LIQUEURS,322,PRESTIGE WINE & SPIRITS GROUP,75198,KINKY BLUE,6,750,$10.00,$15.00,6,$90.00,4.5,1.18
INV-24534300001,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1031100,AMERICAN VODKAS,55,SAZERAC NORTH AMERICA,35315,BARTON VODKA PET,12,750,$3.37,$5.06,3,$15.18,2.25,0.59
INV-24533300068,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1071100,COCKTAILS/RTD,285,CHARLES JACQUIN ET CIE,56957,BARTENDERS HOT SEX,12,"1,000",$5.28,$7.92,3,$23.76,3,0.79
INV-24533400017,01/14/2020,4828,CASEY'S GENERAL STORE #3228 / MARSHALLTOWN,916 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.89647300000001 42.049238),64,MARSHALL,1012100,CANADIAN WHISKIES,260,DIAGEO AMERICAS,11290,CROWN ROYAL MINI,10,50,$7.35,$11.03,10,$110.30,0.5,0.13
INV-24534000025,01/14/2020,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64,MARSHALL,1062500,FLAVORED RUM,370,PERNOD RICARD USA,42716,MALIBU COCONUT RUM,12,750,$7.49,$11.24,2,$22.48,1.5,0.39
INV-24540600004,01/14/2020,5170,CASEY'S GENERAL STORE #1414  / STATE,911 3RD  AVE SW,STATE CENTER,50247,POINT (-93.165186 42.009066),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24540500019,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1032100,IMPORTED VODKAS,65,JIM BEAM BRANDS,34578,PINNACLE,6,"1,750",$12.59,$18.89,1,$18.89,1.75,0.46
INV-24533500032,01/14/2020,5524,EAST SIDE LIQUOR & GROCERY,1116 E NEVADA ST,MARSHALLTOWN,50158,POINT (-92.893113 42.044345),64,MARSHALL,1081400,AMERICAN SCHNAPPS,55,SAZERAC NORTH AMERICA,84207,99 ROOT BEER MINI,10,50,$6.00,$9.00,10,$90.00,0.5,0.13
INV-24533100007,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64867,FIREBALL CINNAMON WHISKEY,12,"1,000",$11.34,$17.01,24,$408.24,24,6.34
INV-24534200003,01/14/2020,3719,WAL-MART 0581 / MARSHALLTOWN,2802 S CENTER ST,MARSHALLTOWN,50158,POINT (-92.91231 42.012918),64,MARSHALL,1081200,CREAM LIQUEURS,260,DIAGEO AMERICAS,68038,BAILEYS ORIGINAL IRISH CREAM,6,"1,750",$32.49,$48.74,6,$229.50,10.5,2.77
INV-24540500020,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1081200,CREAM LIQUEURS,330,GEMINI SPIRITS,80457,RYANS CREAM LIQUEUR,12,"1,000",$7.23,$10.85,1,$10.85,1,0.26
INV-24540500002,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35914,FIVE O'CLOCK VODKA,24,375,$1.93,$2.90,2,$5.80,0.75,0.19
INV-24533700042,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,370,PERNOD RICARD USA,64009,ABSOLUT JUICE EDITION APPLE,6,750,$9.99,$14.99,30,$449.70,22.5,5.94
INV-24540500003,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1062400,SPICED RUM,259,HEAVEN HILL BRANDS,43024,ADMIRAL NELSON SPICED RUM,24,375,$2.99,$4.49,1,$4.49,0.37,0.09
INV-24533300035,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35918,FIVE O'CLOCK VODKA,6,"1,750",$7.20,$10.80,12,$129.60,21,5.54
INV-24533900019,01/14/2020,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL,1062200,WHITE RUM,35,BACARDI USA INC,43126,BACARDI SUPERIOR,12,750,$8.26,$12.39,12,$148.68,9,2.37
INV-24540600016,01/14/2020,5170,CASEY'S GENERAL STORE #1414  / STATE,911 3RD  AVE SW,STATE CENTER,50247,POINT (-93.165186 42.009066),64,MARSHALL,1022200,100% AGAVE TEQUILA,410,PATRON SPIRITS COMPANY,88294,PATRON SILVER,12,375,$14.50,$21.75,6,$130.50,2.25,0.59
INV-24540600017,01/14/2020,5170,CASEY'S GENERAL STORE #1414  / STATE,911 3RD  AVE SW,STATE CENTER,50247,POINT (-93.165186 42.009066),64,MARSHALL,1031100,AMERICAN VODKAS,297,LAIRD & COMPANY,35926,FIVE O'CLOCK VODKA PET,12,750,$3.37,$5.06,12,$60.72,9,2.37
INV-24533300015,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1701100,TEMPORARY & SPECIALTY PACKAGES,65,JIM BEAM BRANDS,4043,HORNITOS PLATA W/GLASSES,6,750,$13.50,$20.25,6,$121.50,4.5,1.18
INV-24533300028,01/14/2020,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL,1081600,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,64858,FIREBALL CINNAMON WHISKEY MINI DISPENSER,1,50,$30.00,$45.00,8,$360.00,0.4,0.1
INV-24540500017,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1042100,IMPORTED DRY GINS,370,PERNOD RICARD USA,28087,BEEFEATER GIN,12,"1,000",$14.49,$21.74,1,$21.74,1,0.26
INV-24533100001,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1012100,CANADIAN WHISKIES,259,HEAVEN HILL BRANDS,11788,BLACK VELVET,6,"1,750",$10.45,$15.68,6,$94.08,10.5,2.77
INV-24533700002,01/14/2020,2544,HY-VEE FOOD STORE / MARSHALLTOWN,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,259,HEAVEN HILL BRANDS,18856,LARCENY,6,750,$13.50,$20.25,3,$60.75,2.25,0.59
INV-24534300020,01/14/2020,5643,CONOCO / LE GRAND,806 W MAIN ST,LE GRAND,50142,POINT (-92.78465400000002 42.006665),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43338,CAPTAIN MORGAN ORIGINAL SPICED,6,"1,750",$18.00,$27.00,6,$162.00,10.5,2.77
INV-24533100020,01/14/2020,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL,1031100,AMERICAN VODKAS,260,DIAGEO AMERICAS,38008,SMIRNOFF 80PRF PET,6,"1,750",$14.75,$22.13,6,$132.78,10.5,2.77
INV-24540600009,01/14/2020,5170,CASEY'S GENERAL STORE #1414  / STATE,911 3RD  AVE SW,STATE CENTER,50247,POINT (-93.165186 42.009066),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN ORIGINAL SPICED,24,375,$5.00,$7.50,6,$45.00,2.25,0.59
INV-24533200021,01/14/2020,5416,DEPOT LIQUOR & GROCERY,114 N CENTER ST.,MARSHALLTOWN,50158,POINT (-92.912975 42.051619),64,MARSHALL,1011200,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27409,JIM BEAM HONEY,24,375,$5.50,$8.25,24,$198.00,9,2.37
INV-24534100004,01/14/2020,5303,CASEY'S GENERAL STORE # 3508/ MARSHA,108 IOWA AVE W,MARSHALLTOWN,50158,POINT (-92.916279 42.00706),64,MARSHALL,1062400,SPICED RUM,260,DIAGEO AMERICAS,43334,CAPTAIN MORGAN ORIGINAL SPICED,24,375,$5.00,$7.50,6,$45.00,2.25,0.59
INV-24540500005,01/14/2020,5882,HOMETOWN FOODS / STATE CENTER,120 E MAIN ST,STATE CENTER,50247,POINT (-93.162349 42.016845),64,MARSHALL,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26827,JACK DANIELS OLD #7 BLACK LABEL,12,"1,000",$18.89,$28.34,1,$28.34,1,0.26
